benchmark,protocol,family,seed,comparison,metric,direction,positive_variant,negative_variant,positive_metric,negative_metric,delta_positive_better,requirement_satisfied,valid_for_comparison,positive_rows,negative_rows,positive_constant_score_rate,negative_constant_score_rate,positive_first_option_prediction_rate,negative_first_option_prediction_rate,positive_tokenizer_sources,negative_tokenizer_sources,positive_tokenizer_classes,negative_tokenizer_classes,positive_tokenizer_vocab_sizes,negative_tokenizer_vocab_sizes,notes,positive_jsonl,negative_jsonl,run_dir
blend,country_first,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2,0.225,-0.025,0,1,120,120,0,0,0.5666666667,0.625,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/country_first/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/country_first/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/country_first/maple_1b_chat/seed_41/blend
blend,figure9_1b,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.15,0.1583333333,-0.008333333333,0,1,120,120,0,0,0.4333333333,0.375,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/figure9_1b/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/figure9_1b/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/figure9_1b/maple_1b_chat/seed_41/blend
blend,figure9_3b,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.1583333333,0.2333333333,-0.075,0,1,120,120,0,0,0.4666666667,0.5416666667,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/figure9_3b/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/figure9_3b/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/figure9_3b/maple_1b_chat/seed_41/blend
blend,legacy_a025,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2166666667,0.2666666667,-0.05,0,1,120,120,0,0,0.575,0.55,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/legacy_a025/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/legacy_a025/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/legacy_a025/maple_1b_chat/seed_41/blend
blend,legacy_final,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2166666667,0.275,-0.05833333333,0,1,120,120,0,0,0.5916666667,0.5583333333,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/legacy_final/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/legacy_final/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/legacy_final/maple_1b_chat/seed_41/blend
blend,legacy_pair,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.15,0.15,0,0,1,120,120,0,0,0.4583333333,0.3916666667,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/legacy_pair/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/legacy_pair/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/legacy_pair/maple_1b_chat/seed_41/blend
blend,letter_code_strict,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3083333333,0.3083333333,0,0,1,120,120,0,0,1,0.9833333333,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_code_strict/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_code_strict/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_code_strict/maple_1b_chat/seed_41/blend
blend,letter_country_first,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3083333333,0.3083333333,0,0,1,120,120,0,0,1,0.9833333333,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_country_first/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_country_first/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_country_first/maple_1b_chat/seed_41/blend
blend,letter_country_the,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3083333333,0.3166666667,-0.008333333333,0,1,120,120,0,0,1,0.9916666667,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_country_the/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_country_the/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_country_the/maple_1b_chat/seed_41/blend
blend,letter_legacy,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3083333333,0.3166666667,-0.008333333333,0,1,120,120,0,0,1,0.9916666667,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_legacy/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_legacy/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/letter_legacy/maple_1b_chat/seed_41/blend
