benchmark,protocol,family,seed,comparison,metric,direction,positive_variant,negative_variant,positive_metric,negative_metric,delta_positive_better,requirement_satisfied,valid_for_comparison,positive_rows,negative_rows,positive_constant_score_rate,negative_constant_score_rate,positive_first_option_prediction_rate,negative_first_option_prediction_rate,positive_tokenizer_sources,negative_tokenizer_sources,positive_tokenizer_classes,negative_tokenizer_classes,positive_tokenizer_vocab_sizes,negative_tokenizer_vocab_sizes,notes,positive_jsonl,negative_jsonl,run_dir
normad,figure9_1b,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2166666667,0,0.2166666667,1,1,120,120,0,0,0.4,0.35,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_1b/maple_1b/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_1b/maple_1b/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_1b/maple_1b/seed_41/normad
normad,figure9_3b,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.5416666667,0.05,0.4916666667,1,1,120,120,0,0,0.1916666667,0.3583333333,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_3b/maple_1b/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_3b/maple_1b/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_3b/maple_1b/seed_41/normad
normad,letter_country_first,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.35,0.3,0.05,1,1,120,120,0,0,0.7833333333,0.9666666667,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_country_first/maple_1b/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_country_first/maple_1b/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_country_first/maple_1b/seed_41/normad
normad,letter_legacy,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.325,0.2666666667,0.05833333333,1,1,120,120,0,0,0.925,0.5416666667,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_legacy/maple_1b/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_legacy/maple_1b/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_legacy/maple_1b/seed_41/normad
normad,figure9_1b,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0,0.01666666667,-0.01666666667,0,1,120,120,0,0,0.35,0.3333333333,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_1b/maple_3b/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_1b/maple_3b/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_1b/maple_3b/seed_41/normad
normad,figure9_3b,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.4083333333,0.09166666667,0.3166666667,1,1,120,120,0,0,0.3083333333,0.4,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_3b/maple_3b/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_3b/maple_3b/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/figure9_3b/maple_3b/seed_41/normad
normad,letter_country_first,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3,0.2833333333,0.01666666667,1,1,120,120,0,0,1,0.95,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_country_first/maple_3b/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_country_first/maple_3b/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_country_first/maple_3b/seed_41/normad
normad,letter_legacy,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3,0.375,-0.075,0,1,120,120,0,0,1,0.6333333333,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_legacy/maple_3b/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_legacy/maple_3b/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/normad/letter_legacy/maple_3b/seed_41/normad
blend,figure9_1b,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.125,0.175,-0.05,0,1,120,120,0,0,0.325,0.3583333333,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_1b/maple_1b/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_1b/maple_1b/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_1b/maple_1b/seed_41/blend
blend,figure9_3b,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.225,0.3416666667,-0.1166666667,0,1,120,120,0,0,0.375,0.2333333333,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_3b/maple_1b/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_3b/maple_1b/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_tokenizerfix_20260504_120/blend/figure9_3b/maple_1b/seed_41/blend
